"","Sample","Timepoint","Replicate","variable","value","Mean_ODnorm","SD_ODnorm","SE_ODnorm","col_fac"
"142","△HIS2-△MET3 20:1","48h","rep1","bAlanine_pOD",2.73918918918919,4.02466283415786,2.8214078181832,1.62894056332179,"His2 Met3"
"143","△HIS2-△MET3 20:1","48h","rep2","bAlanine_pOD",7.25989077669903,4.02466283415786,2.8214078181832,1.62894056332179,"His2 Met3"
"144","△HIS2-△MET3 20:1","48h","rep3","bAlanine_pOD",2.07490853658537,4.02466283415786,2.8214078181832,1.62894056332179,"His2 Met3"
"145","△HIS2-△MET3 5:1","24h","rep1","bAlanine_pOD",3.38176100628931,3.16662495967326,0.568720634294581,0.328351011303671,"His2 Met3"
"146","△HIS2-△MET3 5:1","24h","rep2","bAlanine_pOD",3.59639344262295,3.16662495967326,0.568720634294581,0.328351011303671,"His2 Met3"
"147","△HIS2-△MET3 5:1","24h","rep3","bAlanine_pOD",2.52172043010753,3.16662495967326,0.568720634294581,0.328351011303671,"His2 Met3"
"148","△HIS2-△MET3 5:1","48h","rep1","bAlanine_pOD",3.49931972789116,3.9469894588466,1.71218676517512,0.988531489776767,"His2 Met3"
"149","△HIS2-△MET3 5:1","48h","rep2","bAlanine_pOD",5.83854054054054,3.9469894588466,1.71218676517512,0.988531489776767,"His2 Met3"
"150","△HIS2-△MET3 5:1","48h","rep3","bAlanine_pOD",2.50310810810811,3.9469894588466,1.71218676517512,0.988531489776767,"His2 Met3"
"151","△MET14-△TRP4 1:10","24h","rep1","bAlanine_pOD",3.78122222222222,2.82836782979038,0.82719929388146,0.477583734995929,"Met14 Trp2"
"152","△MET14-△TRP4 1:10","24h","rep2","bAlanine_pOD",2.29440758293839,2.82836782979038,0.82719929388146,0.477583734995929,"Met14 Trp2"
"153","△MET14-△TRP4 1:10","24h","rep3","bAlanine_pOD",2.40947368421053,2.82836782979038,0.82719929388146,0.477583734995929,"Met14 Trp2"
"154","△MET14-△TRP4 1:10","48h","rep1","bAlanine_pOD",2.18857290589452,3.11846428807701,1.72572054162583,0.99634521925374,"Met14 Trp2"
"155","△MET14-△TRP4 1:10","48h","rep2","bAlanine_pOD",2.05711122047244,3.11846428807701,1.72572054162583,0.99634521925374,"Met14 Trp2"
"156","△MET14-△TRP4 1:10","48h","rep3","bAlanine_pOD",5.10970873786408,3.11846428807701,1.72572054162583,0.99634521925374,"Met14 Trp2"
"157","△MET14-△TRP4 1:2","24h","rep1","bAlanine_pOD",5.53471365638767,3.36706185030179,1.9079517423719,1.10155645205923,"Met14 Trp2"
"158","△MET14-△TRP4 1:2","24h","rep2","bAlanine_pOD",1.94229007633588,3.36706185030179,1.9079517423719,1.10155645205923,"Met14 Trp2"
"159","△MET14-△TRP4 1:2","24h","rep3","bAlanine_pOD",2.62418181818182,3.36706185030179,1.9079517423719,1.10155645205923,"Met14 Trp2"
"160","△MET14-△TRP4 1:2","48h","rep1","bAlanine_pOD",1.47758899676375,2.54862340091242,1.11345262456224,0.642852172520905,"Met14 Trp2"
"161","△MET14-△TRP4 1:2","48h","rep2","bAlanine_pOD",3.70012820512821,2.54862340091242,1.11345262456224,0.642852172520905,"Met14 Trp2"
"162","△MET14-△TRP4 1:2","48h","rep3","bAlanine_pOD",2.46815300084531,2.54862340091242,1.11345262456224,0.642852172520905,"Met14 Trp2"
"163","△MET14-△TRP4 10:1","24h","rep1","bAlanine_pOD",4.46251968503937,4.36311798548634,1.53306670836743,0.885116476761587,"Met14 Trp2"
"164","△MET14-△TRP4 10:1","24h","rep2","bAlanine_pOD",2.78276923076923,4.36311798548634,1.53306670836743,0.885116476761587,"Met14 Trp2"
"165","△MET14-△TRP4 10:1","24h","rep3","bAlanine_pOD",5.84406504065041,4.36311798548634,1.53306670836743,0.885116476761587,"Met14 Trp2"
"166","△MET14-△TRP4 10:1","48h","rep1","bAlanine_pOD",1.28661616161616,2.42375191850826,1.49489593494825,0.863078570452852,"Met14 Trp2"
"167","△MET14-△TRP4 10:1","48h","rep2","bAlanine_pOD",1.86763959390863,2.42375191850826,1.49489593494825,0.863078570452852,"Met14 Trp2"
"168","△MET14-△TRP4 10:1","48h","rep3","bAlanine_pOD",4.117,2.42375191850826,1.49489593494825,0.863078570452852,"Met14 Trp2"
"169","△MET3-△HIS2 1:20","24h","rep1","bAlanine_pOD",3.33035971223022,4.08376238452773,0.774600163255968,0.447215612770161,"His2 Met3"
"170","△MET3-△HIS2 1:20","24h","rep2","bAlanine_pOD",4.87794871794872,4.08376238452773,0.774600163255968,0.447215612770161,"His2 Met3"
"171","△MET3-△HIS2 1:20","24h","rep3","bAlanine_pOD",4.04297872340426,4.08376238452773,0.774600163255968,0.447215612770161,"His2 Met3"
"172","△MET3-△HIS2 1:20","48h","rep1","bAlanine_pOD",4.35730117340287,4.19300178036518,0.231062233625623,0.13340384278331,"His2 Met3"
"173","△MET3-△HIS2 1:20","48h","rep2","bAlanine_pOD",4.29290712468193,4.19300178036518,0.231062233625623,0.13340384278331,"His2 Met3"
"174","△MET3-△HIS2 1:20","48h","rep3","bAlanine_pOD",3.92879704301075,4.19300178036518,0.231062233625623,0.13340384278331,"His2 Met3"
"175","△MET3-△HIS2 1:5","24h","rep1","bAlanine_pOD",2.93744186046512,4.06555807742,1.17557090810901,0.67871618024823,"His2 Met3"
"176","△MET3-△HIS2 1:5","24h","rep2","bAlanine_pOD",5.2834375,4.06555807742,1.17557090810901,0.67871618024823,"His2 Met3"
"177","△MET3-△HIS2 1:5","24h","rep3","bAlanine_pOD",3.97579487179487,4.06555807742,1.17557090810901,0.67871618024823,"His2 Met3"
"178","△MET3-△HIS2 1:5","48h","rep1","bAlanine_pOD",2.8971062052506,3.81384857094165,0.942288145815527,0.544030314640788,"His2 Met3"
"179","△MET3-△HIS2 1:5","48h","rep2","bAlanine_pOD",3.76468204488778,3.81384857094165,0.942288145815527,0.544030314640788,"His2 Met3"
"180","△MET3-△HIS2 1:5","48h","rep3","bAlanine_pOD",4.77975746268657,3.81384857094165,0.942288145815527,0.544030314640788,"His2 Met3"
"181","△MET3-△HIS2 10:1","24h","rep1","bAlanine_pOD",2.50290598290598,8.47598777098777,9.98832977997465,5.76676488722312,"His2 Met3"
"182","△MET3-△HIS2 10:1","24h","rep2","bAlanine_pOD",20.007027027027,8.47598777098777,9.98832977997465,5.76676488722312,"His2 Met3"
"183","△MET3-△HIS2 10:1","24h","rep3","bAlanine_pOD",2.9180303030303,8.47598777098777,9.98832977997465,5.76676488722312,"His2 Met3"
"184","△MET3-△HIS2 10:1","48h","rep1","bAlanine_pOD",1.98647260273973,2.41402491791378,0.879861076043147,0.507988029102985,"His2 Met3"
