"","Sample","Timepoint","Replicate","parameter","value","Mean","SD","SE","col_fac"
"205","△TRP4-△MET14 1:10","24h","rep1","Glucose",22.0853225595651,21.680127743459,0.39182676026863,0.226221285516792,"Met14 Trp2"
"206","△TRP4-△MET14 1:10","24h","rep2","Glucose",21.6518607137489,21.680127743459,0.39182676026863,0.226221285516792,"Met14 Trp2"
"207","△TRP4-△MET14 1:10","24h","rep3","Glucose",21.3031999570631,21.680127743459,0.39182676026863,0.226221285516792,"Met14 Trp2"
"208","△TRP4-△MET14 1:10","48h","rep1","Glucose",24.9145837551068,24.470999751134,0.551006593663523,0.318123805176894,"Met14 Trp2"
"209","△TRP4-△MET14 1:10","48h","rep2","Glucose",24.6442181158789,24.470999751134,0.551006593663523,0.318123805176894,"Met14 Trp2"
"210","△TRP4-△MET14 1:10","48h","rep3","Glucose",23.8541973824162,24.470999751134,0.551006593663523,0.318123805176894,"Met14 Trp2"
"211","△TRP4-△MET14 10:1","24h","rep1","Glucose",18.7832492658319,19.2775594146954,0.618600335624343,0.357149070293507,"Met14 Trp2"
"212","△TRP4-△MET14 10:1","24h","rep2","Glucose",19.9712673782483,19.2775594146954,0.618600335624343,0.357149070293507,"Met14 Trp2"
"213","△TRP4-△MET14 10:1","24h","rep3","Glucose",19.078161600006,19.2775594146954,0.618600335624343,0.357149070293507,"Met14 Trp2"
"214","△TRP4-△MET14 10:1","48h","rep1","Glucose",10.464666425173,9.87384180150289,1.12139888818185,0.647439949960738,"Met14 Trp2"
"215","△TRP4-△MET14 10:1","48h","rep2","Glucose",8.580566691251,9.87384180150289,1.12139888818185,0.647439949960738,"Met14 Trp2"
"216","△TRP4-△MET14 10:1","48h","rep3","Glucose",10.5762922880847,9.87384180150289,1.12139888818185,0.647439949960738,"Met14 Trp2"
"217","△TRP4-△MET14 2:1","24h","rep1","Glucose",16.8210620518458,17.3210911277845,0.781875123245228,0.451415812878304,"Met14 Trp2"
"218","△TRP4-△MET14 2:1","24h","rep2","Glucose",16.9201011336946,17.3210911277845,0.781875123245228,0.451415812878304,"Met14 Trp2"
"219","△TRP4-△MET14 2:1","24h","rep3","Glucose",18.2221101978131,17.3210911277845,0.781875123245228,0.451415812878304,"Met14 Trp2"
"220","△TRP4-△MET14 2:1","48h","rep1","Glucose",4.40068011332947,4.60225334169798,0.195871282161022,0.113086337482183,"Met14 Trp2"
"221","△TRP4-△MET14 2:1","48h","rep2","Glucose",4.79187539013696,4.60225334169798,0.195871282161022,0.113086337482183,"Met14 Trp2"
"222","△TRP4-△MET14 2:1","48h","rep3","Glucose",4.6142045216275,4.60225334169798,0.195871282161022,0.113086337482183,"Met14 Trp2"
"223","△TRP4-△TRP2 1:1","24h","rep1","Glucose",13.3394180074498,11.9348835307655,1.31393187996087,0.758598924592239,"Trp2 Trp4"
"224","△TRP4-△TRP2 1:1","24h","rep2","Glucose",10.7357469302854,11.9348835307655,1.31393187996087,0.758598924592239,"Trp2 Trp4"
"225","△TRP4-△TRP2 1:1","24h","rep3","Glucose",11.7294856545614,11.9348835307655,1.31393187996087,0.758598924592239,"Trp2 Trp4"
"226","△TRP4-△TRP2 1:1","48h","rep1","Glucose",3.05320636996284,3.31277972606439,0.558174441753911,0.322262164201389,"Trp2 Trp4"
"227","△TRP4-△TRP2 1:1","48h","rep2","Glucose",3.9534724248557,3.31277972606439,0.558174441753911,0.322262164201389,"Trp2 Trp4"
"228","△TRP4-△TRP2 1:1","48h","rep3","Glucose",2.93166038337464,3.31277972606439,0.558174441753911,0.322262164201389,"Trp2 Trp4"
"229","△TRP4-△TRP2 1:10","24h","rep1","Glucose",20.0076177646578,19.3781831324005,0.905043857285496,0.522527314632198,"Trp2 Trp4"
"230","△TRP4-△TRP2 1:10","24h","rep2","Glucose",19.7859361730315,19.3781831324005,0.905043857285496,0.522527314632198,"Trp2 Trp4"
"231","△TRP4-△TRP2 1:10","24h","rep3","Glucose",18.3409954595121,19.3781831324005,0.905043857285496,0.522527314632198,"Trp2 Trp4"
"232","△TRP4-△TRP2 1:10","48h","rep1","Glucose",19.6387627882999,18.5634192724254,0.951821399526298,0.549534341236955,"Trp2 Trp4"
"233","△TRP4-△TRP2 1:10","48h","rep2","Glucose",18.2224483501402,18.5634192724254,0.951821399526298,0.549534341236955,"Trp2 Trp4"
"234","△TRP4-△TRP2 1:10","48h","rep3","Glucose",17.8290466788361,18.5634192724254,0.951821399526298,0.549534341236955,"Trp2 Trp4"
"235","△TRP4-△TRP2 10:1","24h","rep1","Glucose",7.69179905141504,8.07932293655851,0.372926864613355,0.215309425672563,"Trp2 Trp4"
"236","△TRP4-△TRP2 10:1","24h","rep2","Glucose",8.43569907034009,8.07932293655851,0.372926864613355,0.215309425672563,"Trp2 Trp4"
"237","△TRP4-△TRP2 10:1","24h","rep3","Glucose",8.1104706879204,8.07932293655851,0.372926864613355,0.215309425672563,"Trp2 Trp4"
"238","△TRP4-△TRP2 10:1","48h","rep1","Glucose",0,0,0,0,"Trp2 Trp4"
"239","△TRP4-△TRP2 10:1","48h","rep2","Glucose",0,0,0,0,"Trp2 Trp4"
"240","△TRP4-△TRP2 10:1","48h","rep3","Glucose",0,0,0,0,"Trp2 Trp4"
"241","BY-BY 1:1","24h","rep1","Glucose",0.0453006343643291,0.0511851887276573,0.0118923695556874,0.00686606276427862,"WT"
"242","BY-BY 1:1","24h","rep2","Glucose",0.0433823522008576,0.0511851887276573,0.0118923695556874,0.00686606276427862,"WT"
"243","BY-BY 1:1","24h","rep3","Glucose",0.0648725796177852,0.0511851887276573,0.0118923695556874,0.00686606276427862,"WT"
"244","BY-BY 1:1","48h","rep1","Glucose",0,0,0,0,"WT"
"245","BY-BY 1:1","48h","rep2","Glucose",0,0,0,0,"WT"
"246","BY-BY 1:1","48h","rep3","Glucose",0,0,0,0,"WT"
"247","BY-BY 1:10","24h","rep1","Glucose",0.0756434874735186,0.0552162164557163,0.0176916421018447,0.0102142743299066,"WT"
"248","BY-BY 1:10","24h","rep2","Glucose",0.044804719041171,0.0552162164557163,0.0176916421018447,0.0102142743299066,"WT"
"249","BY-BY 1:10","24h","rep3","Glucose",0.0452004428524593,0.0552162164557163,0.0176916421018447,0.0102142743299066,"WT"
"250","BY-BY 1:10","48h","rep1","Glucose",0,0,0,0,"WT"
"251","BY-BY 1:10","48h","rep2","Glucose",0,0,0,0,"WT"
"252","BY-BY 1:10","48h","rep3","Glucose",0,0,0,0,"WT"
"253","BY-BY 10:1","24h","rep1","Glucose",0.0432458675959768,0.0541567939026434,0.0117801253220593,0.00680125852577848,"WT"
"254","BY-BY 10:1","24h","rep2","Glucose",0.0666468229950586,0.0541567939026434,0.0117801253220593,0.00680125852577848,"WT"
"255","BY-BY 10:1","24h","rep3","Glucose",0.0525776911168948,0.0541567939026434,0.0117801253220593,0.00680125852577848,"WT"
"256","BY-BY 10:1","48h","rep1","Glucose",0,0,0,0,"WT"
"257","BY-BY 10:1","48h","rep2","Glucose",0,0,0,0,"WT"
"258","BY-BY 10:1","48h","rep3","Glucose",0,0,0,0,"WT"
"259","RLAs879","24h","rep1","Glucose",1.69970088389975,3.49665610999394,1.57456260601105,0.909074144436398,"WT"
"260","RLAs879","24h","rep2","Glucose",4.1554227787605,3.49665610999394,1.57456260601105,0.909074144436398,"WT"
"261","RLAs879","24h","rep3","Glucose",4.63484466732159,3.49665610999394,1.57456260601105,0.909074144436398,"WT"
"262","RLAs879","48h","rep1","Glucose",0.0489619075998903,0.050095726471523,0.00108881796446314,0.000628629344881297,"WT"
"263","RLAs879","48h","rep2","Glucose",0.0511331310024092,0.050095726471523,0.00108881796446314,0.000628629344881297,"WT"
"264","RLAs879","48h","rep3","Glucose",0.0501921408122695,0.050095726471523,0.00108881796446314,0.000628629344881297,"WT"
"265","△HIS2-△MET3 1:10","24h","rep1","beta Alanine",0.36744,0.315773333333333,0.0648060007509593,0.0374157619786694,"His2 Met3"
"266","△HIS2-△MET3 1:10","24h","rep2","beta Alanine",0.33682,0.315773333333333,0.0648060007509593,0.0374157619786694,"His2 Met3"
"267","△HIS2-△MET3 1:10","24h","rep3","beta Alanine",0.24306,0.315773333333333,0.0648060007509593,0.0374157619786694,"His2 Met3"
"268","△HIS2-△MET3 1:10","48h","rep1","beta Alanine",0.532925,0.775508333333333,0.335046273234509,0.193439056042925,"His2 Met3"
"269","△HIS2-△MET3 1:10","48h","rep2","beta Alanine",1.1578,0.775508333333333,0.335046273234509,0.193439056042925,"His2 Met3"
"270","△HIS2-△MET3 1:10","48h","rep3","beta Alanine",0.6358,0.775508333333333,0.335046273234509,0.193439056042925,"His2 Met3"
"271","△HIS2-△MET3 20:1","24h","rep1","beta Alanine",0.37066,0.585573333333333,0.231277646419479,0.133528211417829,"His2 Met3"
"272","△HIS2-△MET3 20:1","24h","rep2","beta Alanine",0.83032,0.585573333333333,0.231277646419479,0.133528211417829,"His2 Met3"
"273","△HIS2-△MET3 20:1","24h","rep3","beta Alanine",0.55574,0.585573333333333,0.231277646419479,0.133528211417829,"His2 Met3"
"274","△HIS2-△MET3 20:1","48h","rep1","beta Alanine",2.2297,3.304425,2.33397236500885,1.34751957321901,"His2 Met3"
"275","△HIS2-△MET3 20:1","48h","rep2","beta Alanine",5.98215,3.304425,2.33397236500885,1.34751957321901,"His2 Met3"
"276","△HIS2-△MET3 20:1","48h","rep3","beta Alanine",1.701425,3.304425,2.33397236500885,1.34751957321901,"His2 Met3"
"277","△HIS2-△MET3 5:1","24h","rep1","beta Alanine",0.5377,0.55496,0.0957242560691907,0.0552664250095239,"His2 Met3"
"278","△HIS2-△MET3 5:1","24h","rep2","beta Alanine",0.65814,0.55496,0.0957242560691907,0.0552664250095239,"His2 Met3"
"279","△HIS2-△MET3 5:1","24h","rep3","beta Alanine",0.46904,0.55496,0.0957242560691907,0.0552664250095239,"His2 Met3"
"280","△HIS2-△MET3 5:1","48h","rep1","beta Alanine",3.0864,3.60080833333333,1.6056750625386,0.927036929587729,"His2 Met3"
"281","△HIS2-△MET3 5:1","48h","rep2","beta Alanine",5.40065,3.60080833333333,1.6056750625386,0.927036929587729,"His2 Met3"
"282","△HIS2-△MET3 5:1","48h","rep3","beta Alanine",2.315375,3.60080833333333,1.6056750625386,0.927036929587729,"His2 Met3"
"283","△MET14-△TRP4 1:10","24h","rep1","beta Alanine",0.68062,0.540846666666667,0.121760519600293,0.0702984687678979,"Met14 Trp2"
"284","△MET14-△TRP4 1:10","24h","rep2","beta Alanine",0.48412,0.540846666666667,0.121760519600293,0.0702984687678979,"Met14 Trp2"
"285","△MET14-△TRP4 1:10","24h","rep3","beta Alanine",0.4578,0.540846666666667,0.121760519600293,0.0702984687678979,"Met14 Trp2"
"286","△MET14-△TRP4 1:10","48h","rep1","beta Alanine",2.11635,2.80559166666667,1.21667090515814,0.702445274608239,"Met14 Trp2"
"287","△MET14-△TRP4 1:10","48h","rep2","beta Alanine",2.090025,2.80559166666667,1.21667090515814,0.702445274608239,"Met14 Trp2"
"288","△MET14-△TRP4 1:10","48h","rep3","beta Alanine",4.2104,2.80559166666667,1.21667090515814,0.702445274608239,"Met14 Trp2"
"289","△MET14-△TRP4 1:2","24h","rep1","beta Alanine",1.25638,0.78086,0.413231728210698,0.238579449520141,"Met14 Trp2"
"290","△MET14-△TRP4 1:2","24h","rep2","beta Alanine",0.50888,0.78086,0.413231728210698,0.238579449520141,"Met14 Trp2"
"291","△MET14-△TRP4 1:2","24h","rep3","beta Alanine",0.57732,0.78086,0.413231728210698,0.238579449520141,"Met14 Trp2"
"292","△MET14-△TRP4 1:2","48h","rep1","beta Alanine",1.8263,3.02509166666667,1.25474114221155,0.724425136219134,"Met14 Trp2"
"293","△MET14-△TRP4 1:2","48h","rep2","beta Alanine",4.32915,3.02509166666667,1.25474114221155,0.724425136219134,"Met14 Trp2"
"294","△MET14-△TRP4 1:2","48h","rep3","beta Alanine",2.919825,3.02509166666667,1.25474114221155,0.724425136219134,"Met14 Trp2"
"295","△MET14-△TRP4 10:1","24h","rep1","beta Alanine",0.56674,0.549106666666667,0.179181923567455,0.103450731805585,"Met14 Trp2"
"296","△MET14-△TRP4 10:1","24h","rep2","beta Alanine",0.36176,0.549106666666667,0.179181923567455,0.103450731805585,"Met14 Trp2"
"297","△MET14-△TRP4 10:1","24h","rep3","beta Alanine",0.71882,0.549106666666667,0.179181923567455,0.103450731805585,"Met14 Trp2"
"298","△MET14-△TRP4 10:1","48h","rep1","beta Alanine",0.25475,0.482025,0.30100633402804,0.173786087978871,"Met14 Trp2"
"299","△MET14-△TRP4 10:1","48h","rep2","beta Alanine",0.367925,0.482025,0.30100633402804,0.173786087978871,"Met14 Trp2"
"300","△MET14-△TRP4 10:1","48h","rep3","beta Alanine",0.8234,0.482025,0.30100633402804,0.173786087978871,"Met14 Trp2"
"301","△MET3-△HIS2 1:20","24h","rep1","beta Alanine",0.46292,0.59798,0.150968888185613,0.087161928233222,"His2 Met3"
"302","△MET3-△HIS2 1:20","24h","rep2","beta Alanine",0.76096,0.59798,0.150968888185613,0.087161928233222,"His2 Met3"
"303","△MET3-△HIS2 1:20","24h","rep3","beta Alanine",0.57006,0.59798,0.150968888185613,0.087161928233222,"His2 Met3"
"304","△MET3-△HIS2 1:20","48h","rep1","beta Alanine",3.34205,3.2131,0.251726909318412,0.145334598857258,"His2 Met3"
"305","△MET3-△HIS2 1:20","48h","rep2","beta Alanine",3.374225,3.2131,0.251726909318412,0.145334598857258,"His2 Met3"
"306","△MET3-△HIS2 1:20","48h","rep3","beta Alanine",2.923025,3.2131,0.251726909318412,0.145334598857258,"His2 Met3"
"307","△MET3-△HIS2 1:5","24h","rep1","beta Alanine",0.50524,0.652266666666667,0.136612153680898,0.0788730637022411,"His2 Met3"
"308","△MET3-△HIS2 1:5","24h","rep2","beta Alanine",0.67628,0.652266666666667,0.136612153680898,0.0788730637022411,"His2 Met3"
"309","△MET3-△HIS2 1:5","24h","rep3","beta Alanine",0.77528,0.652266666666667,0.136612153680898,0.0788730637022411,"His2 Met3"
"310","△MET3-△HIS2 1:5","48h","rep1","beta Alanine",2.427775,3.09665833333333,0.71074152533346,0.410346810975518,"His2 Met3"
"311","△MET3-△HIS2 1:5","48h","rep2","beta Alanine",3.019275,3.09665833333333,0.71074152533346,0.410346810975518,"His2 Met3"
"312","△MET3-△HIS2 1:5","48h","rep3","beta Alanine",3.842925,3.09665833333333,0.71074152533346,0.410346810975518,"His2 Met3"
"313","△MET3-△HIS2 10:1","24h","rep1","beta Alanine",0.29284,0.47276,0.236217815585531,0.136380419415692,"His2 Met3"
"314","△MET3-△HIS2 10:1","24h","rep2","beta Alanine",0.74026,0.47276,0.236217815585531,0.136380419415692,"His2 Met3"
"315","△MET3-△HIS2 10:1","24h","rep3","beta Alanine",0.38518,0.47276,0.236217815585531,0.136380419415692,"His2 Met3"
"316","△MET3-△HIS2 10:1","48h","rep1","beta Alanine",0.58005,0.718091666666667,0.229698814120433,0.13261667216497,"His2 Met3"
"317","△MET3-△HIS2 10:1","48h","rep2","beta Alanine",0.590975,0.718091666666667,0.229698814120433,0.13261667216497,"His2 Met3"
"318","△MET3-△HIS2 10:1","48h","rep3","beta Alanine",0.98325,0.718091666666667,0.229698814120433,0.13261667216497,"His2 Met3"
"319","△TRP2-△TRP4 1:1","24h","rep1","beta Alanine",0.61258,0.69976,0.0848270782238785,0.0489749364471257,"Trp2 Trp4"
"320","△TRP2-△TRP4 1:1","24h","rep2","beta Alanine",0.78202,0.69976,0.0848270782238785,0.0489749364471257,"Trp2 Trp4"
"321","△TRP2-△TRP4 1:1","24h","rep3","beta Alanine",0.70468,0.69976,0.0848270782238785,0.0489749364471257,"Trp2 Trp4"
"322","△TRP2-△TRP4 1:1","48h","rep1","beta Alanine",2.040625,2.267075,0.231372864657894,0.13358318569341,"Trp2 Trp4"
"323","△TRP2-△TRP4 1:1","48h","rep2","beta Alanine",2.503075,2.267075,0.231372864657894,0.13358318569341,"Trp2 Trp4"
"324","△TRP2-△TRP4 1:1","48h","rep3","beta Alanine",2.257525,2.267075,0.231372864657894,0.13358318569341,"Trp2 Trp4"
"325","△TRP2-△TRP4 1:10","24h","rep1","beta Alanine",0.61424,0.512753333333333,0.121182599961106,0.069964806708643,"Trp2 Trp4"
"326","△TRP2-△TRP4 1:10","24h","rep2","beta Alanine",0.37858,0.512753333333333,0.121182599961106,0.069964806708643,"Trp2 Trp4"
"327","△TRP2-△TRP4 1:10","24h","rep3","beta Alanine",0.54544,0.512753333333333,0.121182599961106,0.069964806708643,"Trp2 Trp4"
"328","△TRP2-△TRP4 1:10","48h","rep1","beta Alanine",2.442175,2.573425,0.242092925082498,0.139772415465284,"Trp2 Trp4"
"329","△TRP2-△TRP4 1:10","48h","rep2","beta Alanine",2.4253,2.573425,0.242092925082498,0.139772415465284,"Trp2 Trp4"
"330","△TRP2-△TRP4 1:10","48h","rep3","beta Alanine",2.8528,2.573425,0.242092925082498,0.139772415465284,"Trp2 Trp4"
"331","△TRP2-△TRP4 10:1","24h","rep1","beta Alanine",0.70254,0.67582,0.0472536644081705,0.0272819158662535,"Trp2 Trp4"
"332","△TRP2-△TRP4 10:1","24h","rep2","beta Alanine",0.70366,0.67582,0.0472536644081705,0.0272819158662535,"Trp2 Trp4"
"333","△TRP2-△TRP4 10:1","24h","rep3","beta Alanine",0.62126,0.67582,0.0472536644081705,0.0272819158662535,"Trp2 Trp4"
"334","△TRP2-△TRP4 10:1","48h","rep1","beta Alanine",0.5055,0.640341666666667,0.130908012391654,0.0755797761934001,"Trp2 Trp4"
"335","△TRP2-△TRP4 10:1","48h","rep2","beta Alanine",0.766925,0.640341666666667,0.130908012391654,0.0755797761934001,"Trp2 Trp4"
"336","△TRP2-△TRP4 10:1","48h","rep3","beta Alanine",0.6486,0.640341666666667,0.130908012391654,0.0755797761934001,"Trp2 Trp4"
"337","△TRP4-△MET14 1:10","24h","rep1","beta Alanine",0.60482,0.483666666666667,0.105557863436758,0.0609438608702942,"Met14 Trp2"
"338","△TRP4-△MET14 1:10","24h","rep2","beta Alanine",0.43466,0.483666666666667,0.105557863436758,0.0609438608702942,"Met14 Trp2"
"339","△TRP4-△MET14 1:10","24h","rep3","beta Alanine",0.41152,0.483666666666667,0.105557863436758,0.0609438608702942,"Met14 Trp2"
"340","△TRP4-△MET14 1:10","48h","rep1","beta Alanine",0.39475,0.343533333333333,0.0449721117286406,0.0259646608125566,"Met14 Trp2"
"341","△TRP4-△MET14 1:10","48h","rep2","beta Alanine",0.3105,0.343533333333333,0.0449721117286406,0.0259646608125566,"Met14 Trp2"
"342","△TRP4-△MET14 1:10","48h","rep3","beta Alanine",0.32535,0.343533333333333,0.0449721117286406,0.0259646608125566,"Met14 Trp2"
"343","△TRP4-△MET14 10:1","24h","rep1","beta Alanine",0.68258,0.522326666666667,0.158451821489478,0.0914822017905365,"Met14 Trp2"
"344","△TRP4-△MET14 10:1","24h","rep2","beta Alanine",0.51866,0.522326666666667,0.158451821489478,0.0914822017905365,"Met14 Trp2"
"345","△TRP4-△MET14 10:1","24h","rep3","beta Alanine",0.36574,0.522326666666667,0.158451821489478,0.0914822017905365,"Met14 Trp2"
"346","△TRP4-△MET14 10:1","48h","rep1","beta Alanine",1.99725,3.29158333333333,1.98428554039819,1.14562779089798,"Met14 Trp2"
"347","△TRP4-△MET14 10:1","48h","rep2","beta Alanine",2.3014,3.29158333333333,1.98428554039819,1.14562779089798,"Met14 Trp2"
"348","△TRP4-△MET14 10:1","48h","rep3","beta Alanine",5.5761,3.29158333333333,1.98428554039819,1.14562779089798,"Met14 Trp2"
"349","△TRP4-△MET14 2:1","24h","rep1","beta Alanine",0.55804,0.575046666666667,0.0533627597986961,0.0308090037344785,"Met14 Trp2"
"350","△TRP4-△MET14 2:1","24h","rep2","beta Alanine",0.53226,0.575046666666667,0.0533627597986961,0.0308090037344785,"Met14 Trp2"
"351","△TRP4-△MET14 2:1","24h","rep3","beta Alanine",0.63484,0.575046666666667,0.0533627597986961,0.0308090037344785,"Met14 Trp2"
"352","△TRP4-△MET14 2:1","48h","rep1","beta Alanine",1.75885,2.21493333333333,0.594260048470645,0.343096198953167,"Met14 Trp2"
"353","△TRP4-△MET14 2:1","48h","rep2","beta Alanine",1.998975,2.21493333333333,0.594260048470645,0.343096198953167,"Met14 Trp2"
"354","△TRP4-△MET14 2:1","48h","rep3","beta Alanine",2.886975,2.21493333333333,0.594260048470645,0.343096198953167,"Met14 Trp2"
"355","△TRP4-△TRP2 1:1","24h","rep1","beta Alanine",0.42996,0.6696,0.334237187039384,0.192971929910372,"Trp2 Trp4"
"356","△TRP4-△TRP2 1:1","24h","rep2","beta Alanine",1.05142,0.6696,0.334237187039384,0.192971929910372,"Trp2 Trp4"
"357","△TRP4-△TRP2 1:1","24h","rep3","beta Alanine",0.52742,0.6696,0.334237187039384,0.192971929910372,"Trp2 Trp4"
"358","△TRP4-△TRP2 1:1","48h","rep1","beta Alanine",0.68055,0.805575,0.291423239250064,0.168253285629137,"Trp2 Trp4"
"359","△TRP4-△TRP2 1:1","48h","rep2","beta Alanine",1.13865,0.805575,0.291423239250064,0.168253285629137,"Trp2 Trp4"
"360","△TRP4-△TRP2 1:1","48h","rep3","beta Alanine",0.597525,0.805575,0.291423239250064,0.168253285629137,"Trp2 Trp4"
"361","△TRP4-△TRP2 1:10","24h","rep1","beta Alanine",1.0123,0.695066666666667,0.304267207785087,0.175668754320296,"Trp2 Trp4"
"362","△TRP4-△TRP2 1:10","24h","rep2","beta Alanine",0.66722,0.695066666666667,0.304267207785087,0.175668754320296,"Trp2 Trp4"
"363","△TRP4-△TRP2 1:10","24h","rep3","beta Alanine",0.40568,0.695066666666667,0.304267207785087,0.175668754320296,"Trp2 Trp4"
"364","△TRP4-△TRP2 1:10","48h","rep1","beta Alanine",0.562425,0.618808333333333,0.0495297911194195,0.0285960382357028,"Trp2 Trp4"
"365","△TRP4-△TRP2 1:10","48h","rep2","beta Alanine",0.6387,0.618808333333333,0.0495297911194195,0.0285960382357028,"Trp2 Trp4"
"366","△TRP4-△TRP2 1:10","48h","rep3","beta Alanine",0.6553,0.618808333333333,0.0495297911194195,0.0285960382357028,"Trp2 Trp4"
"367","△TRP4-△TRP2 10:1","24h","rep1","beta Alanine",0.57716,0.682013333333333,0.0918036825695644,0.0530028808441369,"Trp2 Trp4"
"368","△TRP4-△TRP2 10:1","24h","rep2","beta Alanine",0.74794,0.682013333333333,0.0918036825695644,0.0530028808441369,"Trp2 Trp4"
"369","△TRP4-△TRP2 10:1","24h","rep3","beta Alanine",0.72094,0.682013333333333,0.0918036825695644,0.0530028808441369,"Trp2 Trp4"
"370","△TRP4-△TRP2 10:1","48h","rep1","beta Alanine",0.910325,1.12374166666667,0.301040937138678,0.173806066094113,"Trp2 Trp4"
"371","△TRP4-△TRP2 10:1","48h","rep2","beta Alanine",1.468075,1.12374166666667,0.301040937138678,0.173806066094113,"Trp2 Trp4"
"372","△TRP4-△TRP2 10:1","48h","rep3","beta Alanine",0.992825,1.12374166666667,0.301040937138678,0.173806066094113,"Trp2 Trp4"
"373","BY-BY 1:1","24h","rep1","beta Alanine",1.92172,1.633,0.285101647136596,0.164603512720719,"WT"
"374","BY-BY 1:1","24h","rep2","beta Alanine",1.35166,1.633,0.285101647136596,0.164603512720719,"WT"
"375","BY-BY 1:1","24h","rep3","beta Alanine",1.62562,1.633,0.285101647136596,0.164603512720719,"WT"
"376","BY-BY 1:1","48h","rep1","beta Alanine",2.417825,2.37666666666667,0.731331641738776,0.422234520224773,"WT"
"377","BY-BY 1:1","48h","rep2","beta Alanine",3.08655,2.37666666666667,0.731331641738776,0.422234520224773,"WT"
"378","BY-BY 1:1","48h","rep3","beta Alanine",1.625625,2.37666666666667,0.731331641738776,0.422234520224773,"WT"
"379","BY-BY 1:10","24h","rep1","beta Alanine",2.086,1.6726,0.361867027511488,0.208924025744607,"WT"
"380","BY-BY 1:10","24h","rep2","beta Alanine",1.51856,1.6726,0.361867027511488,0.208924025744607,"WT"
"381","BY-BY 1:10","24h","rep3","beta Alanine",1.41324,1.6726,0.361867027511488,0.208924025744607,"WT"
"382","BY-BY 1:10","48h","rep1","beta Alanine",1.9381,2.31451666666667,0.328228609673705,0.18950287615085,"WT"
"383","BY-BY 1:10","48h","rep2","beta Alanine",2.541025,2.31451666666667,0.328228609673705,0.18950287615085,"WT"
"384","BY-BY 1:10","48h","rep3","beta Alanine",2.464425,2.31451666666667,0.328228609673705,0.18950287615085,"WT"
"385","BY-BY 10:1","24h","rep1","beta Alanine",2.72734,2.51476666666667,0.404197219353787,0.233363373399607,"WT"
"386","BY-BY 10:1","24h","rep2","beta Alanine",2.04864,2.51476666666667,0.404197219353787,0.233363373399607,"WT"
"387","BY-BY 10:1","24h","rep3","beta Alanine",2.76832,2.51476666666667,0.404197219353787,0.233363373399607,"WT"
"388","BY-BY 10:1","48h","rep1","beta Alanine",1.65015,1.3444,0.266876099529351,0.154080987903548,"WT"
"389","BY-BY 10:1","48h","rep2","beta Alanine",1.1582,1.3444,0.266876099529351,0.154080987903548,"WT"
"390","BY-BY 10:1","48h","rep3","beta Alanine",1.22485,1.3444,0.266876099529351,0.154080987903548,"WT"
"391","RLAs879","24h","rep1","beta Alanine",1.07544,0.968213333333333,0.0967795233163159,0.0558756838387187,"WT"
"392","RLAs879","24h","rep2","beta Alanine",0.94186,0.968213333333333,0.0967795233163159,0.0558756838387187,"WT"
"393","RLAs879","24h","rep3","beta Alanine",0.88734,0.968213333333333,0.0967795233163159,0.0558756838387187,"WT"
"394","RLAs879","48h","rep1","beta Alanine",3.057975,3.49546666666667,0.559643218004412,0.323110162564995,"WT"
"395","RLAs879","48h","rep2","beta Alanine",3.302325,3.49546666666667,0.559643218004412,0.323110162564995,"WT"
"396","RLAs879","48h","rep3","beta Alanine",4.1261,3.49546666666667,0.559643218004412,0.323110162564995,"WT"
"397","△HIS2-△MET3 1:10","24h","rep1","MSA",5.00524,5.28295333333333,0.248297494416141,0.143354625240269,"His2 Met3"
"398","△HIS2-△MET3 1:10","24h","rep2","MSA",5.3601,5.28295333333333,0.248297494416141,0.143354625240269,"His2 Met3"
"399","△HIS2-△MET3 1:10","24h","rep3","MSA",5.48352,5.28295333333333,0.248297494416141,0.143354625240269,"His2 Met3"
"400","△HIS2-△MET3 1:10","48h","rep1","MSA",19.2096,19.3393,0.986565046005584,0.5695935948844,"His2 Met3"
"401","△HIS2-△MET3 1:10","48h","rep2","MSA",18.424,19.3393,0.986565046005584,0.5695935948844,"His2 Met3"
"402","△HIS2-△MET3 1:10","48h","rep3","MSA",20.3843,19.3393,0.986565046005584,0.5695935948844,"His2 Met3"
"403","△HIS2-△MET3 20:1","24h","rep1","MSA",13.9,14.5596333333333,0.939642327342342,0.542502750633068,"His2 Met3"
"404","△HIS2-△MET3 20:1","24h","rep2","MSA",15.6355,14.5596333333333,0.939642327342342,0.542502750633068,"His2 Met3"
"405","△HIS2-△MET3 20:1","24h","rep3","MSA",14.1434,14.5596333333333,0.939642327342342,0.542502750633068,"His2 Met3"
"406","△HIS2-△MET3 20:1","48h","rep1","MSA",53.5459,52.5132,0.940914709205888,0.543237360644498,"His2 Met3"
"407","△HIS2-△MET3 20:1","48h","rep2","MSA",52.2892,52.5132,0.940914709205888,0.543237360644498,"His2 Met3"
"408","△HIS2-△MET3 20:1","48h","rep3","MSA",51.7045,52.5132,0.940914709205888,0.543237360644498,"His2 Met3"
"409","△HIS2-△MET3 5:1","24h","rep1","MSA",15.4669,15.3937333333333,0.96024290850458,0.554396501712548,"His2 Met3"
"410","△HIS2-△MET3 5:1","24h","rep2","MSA",16.3153,15.3937333333333,0.96024290850458,0.554396501712548,"His2 Met3"
